Tm/s,Flow ,Velocity,S,Status
102.5,27.232,2.0139,"809,809",No Leaking
102.5,27.192,2.0107,"809,809",No Leaking
102.5,27.203,2.0155,"809,809",No Leaking
102.5,27.234,2.0214,"809,809",No Leaking
102.5,27.277,2.0217,"809,809",No Leaking
102.5,27.302,2.0193,"809,809",No Leaking
102.5,27.286,2.0217,"809,809",No Leaking
102.5,27.316,2.0227,"809,809",No Leaking
102.5,27.264,2.0195,"809,809",No Leaking
102.6,19.04,1.4122,"809,809",Leaking
102.6,19.072,1.41,"809,809",Leaking
102.6,19.056,1.4043,"809,809",Leaking
102.6,18.977,1.406,"809,809",Leaking
102.6,18.986,1.4124,"809,809",Leaking
102.6,18.986,1.4124,"809,809",Leaking
102.6,19.069,1.4127,"809,809",Leaking
102.6,19.069,1.4127,"809,809",Leaking
102.6,19.089,1.4071,"809,809",Leaking
102.6,19.013,1.4045,"809,809",Leaking
102.6,18.977,1.4025,"809,809",Leaking
102.6,18.957,1.4238,"809,809",Leaking
102.6,18.954,1.4138,"809,809",Leaking
102.6,19.058,1.4132,"809,809",Leaking
102.6,19.092,1.4125,"809,809",Leaking
102.6,19.092,1.4125,"809,809",Leaking
102.6,19.085,1.4077,"809,809",Leaking
102.6,19.033,1.4072,"809,809",Leaking
102.5,27.25,2.0189,"809,809",No Leaking
102.5,27.25,2.0231,"809,809",No Leaking
102.5,27.307,2.0231,"809,809",No Leaking
102.5,27.324,2.0218,"809,809",No Leaking
102.5,27.309,2.0226,"809,809",No Leaking
102.5,27.325,2.0154,"809,809",No Leaking
102.5,27.27,2.0069,"809,809",No Leaking
102.5,27.149,2.0121,"809,809",No Leaking
102.5,27.167,2.009,"809,809",No Leaking
102.5,27.129,2.0092,"809,809",No Leaking
102.5,27.196,2.0168,"809,809",No Leaking
102.5,27.257,2.0173,"809,809",No Leaking
102.5,27.23,2.0124,"809,809",No Leaking
102.5,27.149,2.0076,"809,809",No Leaking
102.5,27.131,2.0112,"809,809",No Leaking
102.5,27.207,2.0157,"809,809",No Leaking
102.5,27.23,2.0138,"809,809",No Leaking
102.5,27.189,2.0007,"809,809",No Leaking
102.5,27.111,2.006,"809,809",No Leaking
102.5,27.131,2.0102,"809,809",No Leaking
102.5,27.138,2.0005,"809,809",No Leaking
102.5,27.138,2.0085,"809,809",No Leaking
102.5,27.135,2.0074,"809,809",No Leaking
102.5,27.1,2.0051,"809,809",No Leaking
102.5,27.108,2.0072,"809,809",No Leaking
102.5,27.095,2.0029,"809,809",No Leaking
102.5,27.063,2.0024,"809,809",No Leaking
102.5,27.045,2.0041,"809,809",No Leaking
102.5,27.093,2.0121,"809,809",No Leaking
102.5,27.192,2.0139,"809,809",No Leaking
102.5,27.203,2.0129,"809,809",No Leaking
102.5,27.192,2.0136,"809,809",No Leaking
102.5,27.205,2.0125,"809,809",No Leaking
102.5,27.187,2.0097,"809,809",No Leaking
102.5,27.147,2.0074,"809,809",No Leaking
102.5,27.12,2.0123,"809,809",No Leaking
102.5,27.018,2.0245,"809,809",No Leaking
102.5,27.015,2.0087,"809,809",No Leaking
102.5,27.162,2.0893,"809,809",No Leaking
102.5,27.104,2.1034,"809,809",No Leaking
102.5,27.234,2.0049,"809,809",No Leaking
102.5,27.265,2.0028,"809,809",No Leaking
102.5,27.027,2.0002,"809,809",No Leaking
102.4,28.828,2.1209,"809,809",No Leaking
102.4,28.78,2.12,"809,809",No Leaking
102.4,28.78,2.1339,"809,809",No Leaking
102.4,28.825,2.1349,"809,809",No Leaking
102.4,28.746,2.1304,"809,809",No Leaking
102.4,28.845,2.1347,"809,809",No Leaking
102.4,28.879,2.1351,"809,809",No Leaking
102.4,28.857,2.1386,"809,809",No Leaking
102.4,28.814,2.1192,"809,809",No Leaking
102.4,28.639,2.1308,"809,809",No Leaking
102.4,28.776,2.1228,"809,809",No Leaking
102.4,28.686,2.122,"809,809",No Leaking
102.4,28.668,2.1185,"809,809",No Leaking
102.4,28.639,2.1233,"809,809",No Leaking
102.4,28.731,2.1331,"809,809",No Leaking
102.4,28.792,2.1325,"809,809",No Leaking
102.4,28.753,2.1247,"809,809",No Leaking
102.4,28.683,2.1236,"809,809",No Leaking
102.4,28.701,2.1247,"809,809",No Leaking
102.4,28.675,2.1227,"809,809",No Leaking
102.4,28.706,2.1283,"809,809",No Leaking
102.4,28.656,2.1198,"809,809",No Leaking
102.4,28.697,2.1324,"809,809",No Leaking
102.4,28.821,2.1347,"809,809",No Leaking
102.4,28.866,2.136,"809,809",No Leaking
102.4,28.854,2.1349,"809,809",No Leaking
102.4,28.753,2.1229,"809,809",No Leaking
102.3,28.684,2.1252,"809,809",No Leaking
102.3,28.71,2.124,"809,809",No Leaking
102.3,28.654,2.1166,"809,809",No Leaking
102.2,28.6,2.1241,"809,809",No Leaking
102.2,28.672,2.1126,"809,809",No Leaking
102.2,28.474,2.1005,"809,809",No Leaking
102.2,28.391,2.1051,"809,809",No Leaking
102.2,28.416,2.0973,"809,809",No Leaking
102.2,28.346,2.0944,"809,809",No Leaking
102.2,28.31,2.1,"809,809",No Leaking
102.2,28.366,2.1009,"809,809",No Leaking
102.1,28.468,2.1109,"809,809",No Leaking
102.1,28.519,2.1098,"809,809",No Leaking
102.1,28.497,2.1082,"809,809",No Leaking
102.1,28.483,2.1086,"809,809",No Leaking
102,28.485,2.11,"809,809",No Leaking
102,28.481,2.118,"809,809",No Leaking
102,28.551,2.1132,"809,809",No Leaking
102,28.544,2.1137,"809,809",No Leaking
101.9,28.463,2.1065,"809,809",No Leaking
101.8,28.526,2.1218,"809,809",No Leaking
101.8,28.792,2.1502,"809,809",No Leaking
102.1,27.946,2.0611,"809,809",No Leaking
102.2,27.858,2.0652,"809,809",No Leaking
102.2,27.909,2.0716,"809,809",No Leaking
102.2,27.939,2.0652,"809,809",No Leaking
102.2,27.9,2.0618,"809,809",No Leaking
102.2,27.855,2.0592,"809,809",No Leaking
102.2,27.765,2.06,"809,809",No Leaking
102.2,27.819,2.059,"809,809",No Leaking
102.2,27.82,2.0531,"809,809",No Leaking
102.2,27.831,2.0673,"809,809",No Leaking
102.2,27.91,2.0626,"809,809",No Leaking
102.2,27.869,2.0629,"809,809",No Leaking
102.2,27.865,2.0567,"809,809",No Leaking
102.2,27.87,2.0553,"809,809",No Leaking
102.3,27.801,2.0585,"809,809",No Leaking
102.2,27.84,2.0598,"809,809",No Leaking
102.3,27.743,2.0475,"809,809",No Leaking
102.3,27.662,2.0467,"809,809",No Leaking
102.3,27.631,2.0436,"809,809",No Leaking
102.3,27.68,2.0498,"809,809",No Leaking
102.3,27.707,2.0526,"809,809",No Leaking
102.3,27.558,2.0396,"809,809",No Leaking
102.3,27.57,2.0442,"809,809",No Leaking
102.2,27.608,2.0408,"809,809",No Leaking
102.3,27.577,2.0435,"809,809",No Leaking
102.2,27.653,2.0519,"809,809",No Leaking
102.6,19.004,1.4047,"809,809",Leaking
102.6,18.99,1.3999,"809,809",Leaking
102.6,18.93,1.405,"809,809",Leaking
102.6,18.941,1.4097,"809,809",Leaking
102.6,19.038,1.4036,"809,809",Leaking
102.6,18.95,1.4025,"809,809",Leaking
102.6,18.954,1.4039,"809,809",Leaking
102.6,18.988,1.408,"809,809",Leaking
102.6,19.06,1.4133,"809,809",Leaking
102.5,19.089,1.4087,"809,809",Leaking
102.5,18.968,1.3989,"809,809",Leaking
102.5,18.968,1.3989,"809,809",Leaking
102.5,18.898,1.4014,"809,809",Leaking
102.2,27.727,2.0549,"809,809",No Leaking
102.2,27.741,2.0483,"809,809",No Leaking
102.1,27.666,2.0434,"809,809",No Leaking
102.1,27.612,2.0487,"809,809",No Leaking
102.2,27.586,2.0406,"809,809",No Leaking
102.2,27.653,2.041,"809,809",No Leaking
102.3,27.592,2.0366,"809,809",No Leaking
102.3,27.522,2.0347,"809,809",No Leaking
102.3,27.448,2.0358,"809,809",No Leaking
102.3,27.482,2.0347,"809,809",No Leaking
102.3,27.489,2.04,"809,809",No Leaking
102.2,27.495,2.0374,"809,809",No Leaking
102.2,27.536,2.033,"809,809",No Leaking
102.3,27.478,2.034,"809,809",No Leaking
102.3,27.48,2.0339,"809,809",No Leaking
102.3,27.453,2.0288,"809,809",No Leaking
102.2,27.421,2.0314,"809,809",No Leaking
102.3,27.442,2.0322,"809,809",No Leaking
102.1,27.419,2.028,"809,809",No Leaking
102.1,27.396,2.0291,"809,809",No Leaking
102.1,27.383,2.0304,"809,809",No Leaking
102.2,27.462,2.036,"809,809",No Leaking
102.2,27.48,2.0304,"809,809",No Leaking
102.2,27.41,2.0231,"809,809",No Leaking
102.2,27.318,2.0202,"809,809",No Leaking
102.3,27.302,2.0181,"809,809",No Leaking
102.2,27.304,2.0195,"809,809",No Leaking
102.2,27.271,2.0152,"809,809",No Leaking
102.2,27.208,2.0064,"809,809",No Leaking
102.2,27.181,2.0143,"809,809",No Leaking
102.2,27.216,2.0191,"809,809",No Leaking
102.2,27.266,2.0171,"809,809",No Leaking
102.2,27.237,2.0167,"809,809",No Leaking
102.1,27.286,2.0245,"809,809",No Leaking
102.1,27.324,2.0213,"809,809",No Leaking
102,27.255,2.0175,"809,809",No Leaking
102.1,27.257,2.0167,"809,809",No Leaking
102,27.277,2.0185,"809,809",No Leaking
102,27.288,2.0133,"809,809",No Leaking
102.1,27.219,2.0057,"809,809",No Leaking
102.1,27.088,2.0042,"809,809",No Leaking
102,27.063,2.0057,"809,809",No Leaking
102.5,18.927,1.3993,"809,809",Leaking
102.5,18.909,1.4018,"809,809",Leaking
102.5,18.905,1.4003,"809,809",Leaking
102.5,18.966,1.4025,"809,809",Leaking
102.5,18.946,1.4032,"809,809",Leaking
102.5,18.977,1.404,"809,809",Leaking
102.5,18.979,1.4034,"809,809",Leaking
102.5,18.964,1.4081,"809,809",Leaking
102.5,19.195,1.4069,"809,809",Leaking
102.5,19.186,1.4021,"809,809",Leaking
102.5,19.027,1.4103,"809,809",Leaking
102.5,18.989,1.3452,"809,809",Leaking
102.5,18.968,1.3421,"809,809",Leaking
102.5,19.771,1.4082,"809,809",Leaking
102.5,18.689,1.3834,"809,809",Leaking
102.5,18.667,1.3804,"809,809",Leaking
102.5,18.599,1.3742,"809,809",Leaking
102.5,18.567,1.3763,"809,809",Leaking
102.5,18.601,1.3798,"809,809",Leaking
102.5,18.734,1.3918,"809,809",Leaking
102.5,18.808,1.3914,"809,809",Leaking
102.5,18.802,1.3968,"809,809",Leaking
102.5,18.876,1.3944,"809,809",Leaking
102.5,18.777,1.3748,"809,809",Leaking
102.5,18.568,1.3798,"809,809",Leaking
102.5,18.676,1.3902,"809,809",Leaking
102.5,18.781,1.3904,"809,809",Leaking
102.5,18.781,1.3904,"809,809",Leaking
102.5,18.786,1.3932,"809,809",Leaking
102.5,18.828,1.3992,"809,809",Leaking
102.5,18.901,1.4013,"809,809",Leaking
102.5,18.918,1.3928,"809,809",Leaking
102.5,18.822,1.3898,"809,809",Leaking
102.5,18.781,1.3945,"809,809",Leaking
102.5,18.831,1.3896,"809,809",Leaking
102.5,18.779,1.3842,"809,809",Leaking
102.5,18.703,1.3921,"809,809",Leaking
102.5,18.786,1.3955,"809,809",Leaking
102.5,18.844,1.3954,"809,809",Leaking
102.5,18.849,1.3919,"809,809",Leaking
102.5,18.815,1.3973,"809,809",Leaking
102.5,18.858,1.3964,"809,809",Leaking
102.5,18.053,1.3948,"809,809",Leaking
102.5,18.801,1.3924,"809,809",Leaking
102.5,18.799,1.3921,"809,809",Leaking
102.5,18.808,1.3908,"809,809",Leaking
102.5,18.788,1.3939,"809,809",Leaking
102.5,18.896,1.3995,"809,809",Leaking
102.5,18.889,1.3971,"809,809",Leaking
102.5,18.831,1.3903,"809,809",Leaking
102.5,18.777,1.3907,"809,809",Leaking
102.5,18.766,1.3937,"809,809",Leaking
102.5,18.784,1.3915,"809,809",Leaking
102.5,18.817,1.3937,"809,809",Leaking
102.5,18.738,1.3826,"809,809",Leaking
102.5,18.75,1.3874,"809,809",Leaking
102.5,19.026,1.4064,"809,809",Leaking
102.5,18.968,1.4014,"809,809",Leaking
102.5,18.937,1.4009,"809,809",Leaking
102.5,19.036,1.4102,"809,809",Leaking
102.5,19.044,1.405,"809,809",Leaking
102.5,18.95,1.3992,"809,809",Leaking
102.5,18.878,1.3966,"809,809",Leaking
102.5,18.883,1.4021,"809,809",Leaking
102.5,18.936,1.3984,"809,809",Leaking
102.5,18.912,1.4069,"809,809",Leaking
102.5,18.957,1.4,"809,809",Leaking
102.5,18.909,1.3955,"809,809",Leaking
102.5,18.86,1.3994,"809,809",Leaking
102.5,18.892,1.4062,"809,809",Leaking
102.5,18.986,1.4037,"809,809",Leaking
102.5,18.975,1.4033,"809,809",Leaking
102.4,18.999,1.4064,"809,809",Leaking
102.4,18.995,1.4124,"809,809",Leaking
102.4,19.067,1.409,"809,809",Leaking
102.4,19.047,1.4065,"809,809",Leaking
102.4,18.979,1.1842,"809,809",Leaking
102.4,16.344,0.8593,"809,809",Leaking
102.4,11.755,0.8736,"809,809",Leaking
102.4,11.766,0.8669,"809,809",Leaking
102.3,11.701,0.8678,"809,809",Leaking
102.3,11.687,0.8628,"809,809",Leaking
102.3,11.712,0.8669,"809,809",Leaking
102.3,11.714,0.8648,"809,809",Leaking
102.3,11.788,0.8729,"809,809",Leaking
102.4,11.775,0.8698,"809,809",Leaking
102.4,11.777,0.8772,"809,809",Leaking
102.4,11.831,0.867,"809,809",Leaking
102.4,11.768,0.8728,"809,809",Leaking
102.4,11.768,0.869,"809,809",Leaking
102.4,11.683,0.8663,"809,809",Leaking
102.4,11.674,0.8592,"809,809",Leaking
102.4,11.592,0.8612,"809,809",Leaking
102.4,11.7,0.8755,"809,809",Leaking
102.4,11.779,0.8685,"809,809",Leaking
102.4,11.727,0.8583,"809,809",Leaking
102.4,11.649,0.8583,"809,809",Leaking
102.4,11.565,0.8751,"809,809",Leaking
102.4,11.8,0.8767,"809,809",Leaking
102.4,11.818,0.8786,"809,809",Leaking
102.4,11.865,0.8709,"809,809",Leaking
102.4,11.811,0.8608,"809,809",Leaking
102.4,11.719,0.8682,"809,809",Leaking
102.4,11.683,0.8624,"809,809",Leaking
102.4,11.682,0.8632,"809,809",Leaking
102.4,11.691,0.8718,"809,809",Leaking
102.4,11.851,0.8831,"809,809",Leaking
102.4,11.748,0.867,"809,809",Leaking
102.4,11.944,0.8902,"809,809",Leaking
102.4,12.036,0.8877,"809,809",Leaking
102.4,11.881,0.8754,"809,809",Leaking
102.4,11.831,0.8768,"809,809",Leaking
102.4,11.777,0.8738,"809,809",Leaking
102.4,11.845,0.8784,"809,809",Leaking
102.4,11.784,0.8762,"809,809",Leaking
102.4,11.824,0.8665,"809,809",Leaking
102.4,11.709,0.8645,"809,809",Leaking
102.4,11.682,0.8692,"809,809",Leaking
102.4,11.804,0.8778,"809,809",Leaking
102.4,11.844,0.0749,"809,809",Leaking
102.4,11.822,0.8743,"809,809",Leaking
102.4,11.82,0.871,"809,809",Leaking
102.4,11.763,0.8708,"809,809",Leaking
102.4,11.869,0.8863,"809,809",Leaking
102.4,11.957,0.8918,"809,809",Leaking
102.4,12.027,0.8838,"809,809",Leaking
102.4,11.964,0.8871,"809,809",Leaking
102.4,11.955,0.8798,"809,809",Leaking
102.4,11.986,0.8764,"809,809",Leaking
102.4,11.451,0.8831,"809,809",Leaking
102.4,11.728,0.8712,"809,809",Leaking
102.4,11.867,0.8705,"809,809",Leaking
102,27.034,2.0046,"809,809",No Leaking
102.1,27.025,2.0032,"809,809",No Leaking
102.4,11.934,0.8762,"809,809",Leaking
100.1,29.934,2.2077,"887,882",No leaking
100.1,29.833,2.2074,"887,882",No leaking
100.1,29.82,2.2084,"887,882",No leaking
100.1,29.797,2.2006,"887,882",No leaking
100.1,29.727,2.1924,"887,882",No leaking
100.1,29.626,2.1956,"887,882",No leaking
100.1,29.653,2.2003,"887,882",No leaking
100.1,29.714,2.2003,"887,882",No leaking
100.1,29.721,2.1984,"887,882",No leaking
100.1,29.705,2.1925,"887,882",No leaking
100.1,29.628,2.1857,"887,882",No leaking
100,29.448,2.1813,"887,882",No leaking
100,29.44,2.1857,"887,882",No leaking
100,29.509,2.1874,"887,882",No leaking
100,29.536,2.1816,"887,882",No leaking
100,29.516,2.1803,"887,882",No leaking
100,29.444,2.1798,"887,882",No leaking
100,29.458,2.1783,"887,882",No leaking
100,29.424,2.1796,"887,882",No leaking
100,29.44,2.178,"887,882",No leaking
100,29.397,2.1764,"887,882",No leaking
99.99,29.412,2.1781,"887,882",No leaking
99.98,29.413,2.176,"887,882",No leaking
99.97,29.408,2.1769,"887,882",No leaking
99.97,29.392,2.1747,"887,882",No leaking
99.96,29.395,2.1735,"887,882",No leaking
99.96,29.347,2.1728,"887,882",No leaking
99.95,29.374,2.1776,"887,882",No leaking
99.95,29.4,2.1769,"887,882",No leaking
99.95,29.406,2.1726,"887,882",No leaking
99.95,29.307,2.1612,"887,882",No leaking
99.94,29.206,2.1567,"887,882",No leaking
99.93,29.118,2.152,"887,882",No leaking
99.93,29.061,2.1464,"887,882",No leaking
99.91,28.999,2.148,"887,882",No leaking
99.91,29.03,2.154,"887,882",No leaking
99.9,29.093,2.1535,"887,882",No leaking
99.89,29.093,2.1494,"887,882",No leaking
99.89,29.034,2.1412,"887,882",No leaking
99.87,28.935,2.1419,"887,882",No leaking
99.86,28.927,2.1391,"887,882",No leaking
99.86,28.904,2.1313,"887,882",No leaking
99.82,28.801,2.082,"887,882",No leaking
99.72,29.102,2.1492,"887,882",No leaking
99.69,29.021,2.1477,"887,882",No leaking
99.68,28.987,2.1408,"887,882",No leaking
99.67,28.924,2.1409,"887,882",No leaking
99.65,28.697,2.1281,"887,882",No leaking
99.65,28.794,2.1413,"887,882",No leaking
99.81,23.104,1.0245,"887,882",Leaking
99.63,23.148,1.8744,"887,882",Leaking
99.63,25.457,1.9795,"887,882",Leaking
99.59,26.793,2.0276,"887,882",leaking
83.91,13.818,2.0459,"887,882",Leaking
99.51,22.118,1.6259,"887,882",Leaking
99.53,21.929,1.6187,"887,882",Leaking
99.51,21.871,1.6187,"887,882",Leaking
99.5,21.844,1.6123,"887,882",Leaking
99.51,21.749,1.6073,"887,882",Leaking
99.5,21.682,1.6009,"887,882",Leaking
99.5,21.628,1.6024,"887,882",Leaking
99.49,21.677,1.6102,"887,882",Leaking
99.52,21.769,1.6096,"887,882",Leaking
99.52,21.679,1.5996,"887,882",Leaking
99.5,21.603,1.5999,"887,882",Leaking
99.48,21.621,1.6029,"887,882",Leaking
99.48,21.655,1.6038,"887,882",Leaking
99.5,21.669,1.5993,"887,882",Leaking
99.5,21.475,1.5884,"887,882",Leaking
99.49,21.463,1.5921,"887,882",Leaking
99.48,21.58,1.6048,"887,882",Leaking
99.5,21.67,1.611,"887,882",Leaking
99.52,21.7,1.6037,"887,882",Leaking
99.52,21.654,1.6042,"887,882",Leaking
99.5,21.664,1.6023,"887,882",Leaking
99.48,21.634,1.6034,"887,882",Leaking
99.47,21.664,1.6011,"887,882",Leaking
99.48,21.627,1.6039,"887,882",Leaking
99.46,21.663,1.6011,"887,882",Leaking
99.47,21.645,1.6075,"887,882",Leaking
99.46,21.668,1.6024,"887,882",Leaking
99.5,21.7,1.5975,"887,882",Leaking
99.47,21.603,1.6021,"887,882",Leaking
99.4,21.693,1.6087,"887,882",Leaking
99.42,21.76,1.6102,"887,882",Leaking
99.45,21.691,1.6031,"887,882",Leaking
99.44,21.699,1.6091,"887,882",Leaking
99.46,21.742,1.6104,"887,882",Leaking
99.47,21.756,1.6092,"887,882",Leaking
99.47,21.771,1.6093,"887,882",Leaking
99.49,21.715,1.6078,"887,882",Leaking
99.46,21.632,1.6001,"887,882",Leaking
99.45,21.623,1.6009,"887,882",Leaking
99.43,21.713,1.6073,"887,882",Leaking
99.43,21.717,1.6094,"887,882",Leaking
99.44,21.744,1.6065,"887,882",Leaking
99.43,21.693,1.6029,"887,882",Leaking
99.45,21.668,1.606,"887,882",Leaking
99.65,28.953,2.141,"887,882",No leaking
99.65,28.857,2.1424,"887,882",No leaking
99.65,29.026,2.1525,"887,882",No leaking
99.65,28.936,2.1461,"887,882",No leaking
99.65,28.939,2.1432,"887,882",No leaking
99.44,21.699,1.6013,"887,882",Leaking
99.42,21.628,1.5922,"887,882",Leaking
99.43,21.524,1.5938,"887,882",Leaking
99.47,21.582,1.6008,"887,882",Leaking
99.46,21.614,1.5973,"887,882",Leaking
99.45,21.592,1.5882,"887,882",Leaking
99.45,21.49,1.5889,"887,882",Leaking
99.44,21.454,1.5902,"887,882",Leaking
99.46,21.492,1.5967,"887,882",Leaking
99.42,21.519,1.6013,"887,882",Leaking
99.42,21.519,1.6013,"887,882",Leaking
99.44,21.628,1.6003,"887,882",Leaking
99.65,28.954,2.1393,"887,882",No leaking
99.65,28.904,2.1399,"887,882",No leaking
99.65,28.908,2.1409,"887,882",No leaking
99.65,28.92,2.1342,"887,882",No leaking
99.65,28.855,2.1331,"887,882",No leaking
99.65,28.814,2.1325,"887,882",No leaking
99.65,28.812,2.1295,"887,882",No leaking
99.65,28.774,2.1306,"887,882",No leaking
99.65,28.679,2.1209,"887,882",No leaking
99.65,28.643,2.1237,"887,882",No leaking
99.65,28.67,2.131,"887,882",No leaking
99.65,28.744,2.1333,"887,882",No leaking
99.65,28.753,2.1252,"887,882",No leaking
99.65,28.675,2.1203,"887,882",No leaking
99.65,28.643,2.1199,"887,882",No leaking
99.65,28.62,2.1162,"887,882",No leaking
99.64,28.593,2.1168,"887,882",No leaking
99.64,28.555,2.1076,"887,882",No leaking
99.65,28.447,2.1062,"887,882",No leaking
99.64,28.474,2.1092,"887,882",No leaking
99.45,21.625,1.605,"887,882",Leaking
99.44,21.655,1.6009,"887,882",Leaking
99.45,21.657,1.597,"887,882",Leaking
99.42,21.609,1.5927,"887,882",Leaking
99.38,21.542,1.5863,"887,882",Leaking
99.42,21.342,1.5762,"887,882",Leaking
99.41,21.216,1.5616,"887,882",Leaking
99.41,20.437,1.435,"887,882",Leaking
99.37,18.226,1.2488,"887,882",Leaking
99.38,15.82,1.1469,"887,882",Leaking
99.34,15.652,1.1192,"887,882",Leaking
99.41,7.596,0.3884,"887,882",Leaking
99.38,15.002,1.184,"887,882",Leaking
99.46,16.047,1.1829,"887,882",Leaking
100,14.344,0.8141,"887,882",Leaking
99.99,8.5392,0.421,"887,882",Leaking
99.64,28.49,2.1051,"887,882",No leaking
99.64,28.42,2.1025,"887,882",No leaking
99.64,28.413,2.104,"887,882",No leaking
99.64,28.407,2.0986,"887,882",No leaking
99.64,28.332,2.0958,"887,882",No leaking
99.64,28.323,2.0998,"887,882",No leaking
99.64,28.377,2.0984,"887,882",No leaking
99.64,28.252,2.0994,"887,882",No leaking
99.64,28.369,2.1049,"887,882",No leaking
99.64,28.429,2.1026,"887,882",No leaking
99.64,28.402,2.0979,"887,882",No leaking
99.64,28.341,2.0973,"887,882",No leaking
99.63,28.332,2.095,"887,882",No leaking
99.64,28.296,2.0893,"887,882",No leaking
99.85,4.8618,0.3503,"887,882",Leaking
99.75,6.8021,0.0211,"887,882",Leaking
99.74,23.144,1.6715,"887,882",Leaking
99.61,22.24,1.6389,"887,882",Leaking
99.57,22.087,1.6433,"887,882",Leaking
99.56,22.192,1.6357,"887,882",Leaking
99.55,22.003,1.63,"887,882",Leaking
99.55,22.102,1.6416,"887,882",Leaking
99.55,22.17,1.6374,"887,882",Leaking
99.55,22.114,1.6338,"887,882",Leaking
99.55,22.078,1.6355,"887,882",Leaking
99.55,22.084,1.6209,"887,882",Leaking
99.55,22.019,1.6252,"887,882",Leaking
99.55,21.96,1.6269,"887,882",Leaking
99.55,21.972,1.6268,"887,882",Leaking
99.55,21.974,1.627,"887,882",Leaking
99.55,21.981,1.6254,"887,882",Leaking
99.55,21.961,1.6287,"887,882",Leaking
99.55,21.987,1.6295,"887,882",Leaking
99.55,22.017,1.6314,"887,882",Leaking
99.55,22.021,1.6311,"887,882",Leaking
99.55,22.041,1.6311,"887,882",Leaking
99.55,22.037,1.6229,"887,882",Leaking
99.55,21.97,1.6227,"887,882",Leaking
99.54,21.904,1.6301,"887,882",Leaking
99.54,22.023,1.62,"887,882",Leaking
99.55,21.947,1.6218,"887,882",Leaking
99.55,21.927,1.6244,"887,882",Leaking
99.55,21.934,1.6234,"887,882",Leaking
99.55,21.906,1.6224,"887,882",Leaking
99.55,21.94,1.6256,"887,882",Leaking
99.55,21.956,1.6248,"887,882",Leaking
99.64,28.234,2.093,"887,882",No leaking
99.64,28.269,2.088,"887,882",No leaking
99.63,28.211,2.0873,"887,882",No leaking
99.64,28.195,2.0852,"887,882",No leaking
99.64,28.175,2.0813,"887,882",No leaking
99.64,28.123,2.0884,"887,882",No leaking
99.63,28.191,2.0939,"887,882",No leaking
99.63,28.272,2.097,"887,882",No leaking
99.63,28.319,2.0942,"887,882",No leaking
99.63,28.297,2.0915,"887,882",No leaking
99.63,28.265,2.0909,"887,882",No leaking
99.63,28.247,2.0864,"887,882",No leaking
99.63,28.204,2.0869,"887,882",No leaking
99.63,28.234,2.0914,"887,882",No leaking
99.63,28.267,2.097,"887,882",No leaking
99.63,28.299,2.0923,"887,882",No leaking
99.63,28.227,2.0839,"887,882",No leaking
99.63,28.058,2.0731,"887,882",No leaking
99.63,28.072,2.08,"887,882",No leaking
99.63,28.123,2.0836,"887,882",No leaking
99.63,28.137,2.0802,"887,882",No leaking
99.63,28.083,2.077,"887,882",No leaking
99.63,28.074,2.0791,"887,882",No leaking
99.63,28.092,2.0797,"887,882",No leaking
99.63,28.098,2.0804,"887,882",No leaking
99.63,28.092,2.0741,"887,882",No leaking
99.63,28.004,2.0752,"887,882",No leaking
99.63,28.036,2.0741,"887,882",No leaking
99.63,28.006,2.0689,"887,882",No leaking
99.62,27.932,2.0626,"887,882",No leaking
99.61,27.745,1.8508,"887,882",No leaking
99.81,27.352,2.0426,"887,882",No leaking
99.81,27.639,0,"887,882",Leaking
99.52,28.846,2.1312,"887,882",No leaking
99.53,28.753,2.1258,"887,882",No leaking
99.56,28.672,2.1186,"887,882",No leaking
99.57,28.584,2.1136,"887,882",No leaking
99.56,28.567,2.1165,"887,882",No leaking
99.55,28.585,2.1135,"887,882",No leaking
99.55,28.585,2.1135,"887,882",No leaking
99.55,21.933,1.6212,"887,882",Leaking
99.55,21.877,1.6162,"887,882",Leaking
99.55,21.87,1.6169,"887,882",Leaking
99.55,21.837,1.6176,"887,882",Leaking
99.55,21.844,1.611,"887,882",Leaking
99.55,21.763,1.6109,"887,882",Leaking
99.55,21.769,1.6114,"887,882",Leaking
99.55,21.76,1.6111,"887,882",Leaking
99.55,21.772,1.6155,"887,882",Leaking
99.55,21.826,1.6166,"887,882",Leaking
99.55,21.819,1.6079,"887,882",Leaking
99.55,21.717,1.6027,"887,882",Leaking
99.55,21.654,1.6038,"887,882",Leaking
99.52,21.664,1.6076,"887,882",Leaking
99.51,21.72,1.6084,"887,882",Leaking
99.5,21.729,1.6077,"887,882",Leaking
99.51,21.72,1.6091,"887,882",Leaking
99.52,21.733,1.6087,"887,882",Leaking
99.52,21.731,1.6004,"887,882",Leaking
99.56,28.513,2.1079,"887,882",No leaking
99.54,28.483,2.1085,"887,882",No leaking
99.55,28.488,2.1125,"887,882",No leaking
99.54,28.576,2.1218,"887,882",No leaking
99.52,28.668,2.122,"887,882",No leaking
99.52,28.645,2.118,"887,882",No leaking
99.53,28.605,2.1156,"887,882",No leaking
99.53,28.582,2.1202,"887,882",No leaking
99.52,28.661,2.1228,"887,882",No leaking
99.54,28.652,2.1169,"887,882",No leaking
99.55,28.589,2.114,"887,882",No leaking
99.55,28.557,2.112,"887,882",No leaking
99.53,28.551,2.1136,"887,882",No leaking
